iter	Logloss	Accuracy
882	0.1425827478	0.9577341217
883	0.1425593556	0.9576959756
884	0.1425489531	0.9576959756
885	0.1425272221	0.9577341217
886	0.1425065111	0.9578104139
887	0.1425037542	0.9578104139
888	0.1425015309	0.9578104139
889	0.1424993222	0.9578104139
890	0.1424516874	0.9578867061
891	0.1424514077	0.9578867061
892	0.1424402829	0.9578867061
893	0.1423875581	0.9579248522
894	0.1423836913	0.9579248522
895	0.1423830989	0.9579248522
896	0.1423775763	0.9579248522
897	0.1423690956	0.9579629983
898	0.1423654239	0.9579629983
899	0.1423307717	0.9579248522
900	0.1423225214	0.9578867061
901	0.1423218678	0.9578867061
902	0.1423206112	0.9578867061
903	0.1423075167	0.9580011444
904	0.1423015971	0.9579248522
905	0.1422921077	0.9580011444
906	0.1422852256	0.9579629983
907	0.1422845629	0.9579629983
908	0.1422819727	0.9579248522
909	0.1422818375	0.9579248522
910	0.142275372	0.9579248522
911	0.1422631762	0.9580011444
912	0.1422579878	0.9579629983
913	0.1422549096	0.9579629983
914	0.1422547781	0.9579629983
915	0.1422537736	0.9579629983
916	0.142173595	0.958230021
917	0.1421332093	0.9581537288
918	0.1421323388	0.9581537288
919	0.1421313234	0.9581537288
920	0.1421304357	0.9581537288
921	0.1421302373	0.9581537288
922	0.1421302091	0.9581537288
923	0.1420909276	0.9581918749
924	0.142084211	0.9581918749
925	0.1420460246	0.9581537288
926	0.1420450671	0.9581537288
927	0.1420212766	0.9581537288
928	0.1420204357	0.9581537288
929	0.1420077114	0.958230021
930	0.1419741549	0.958230021
931	0.1419603736	0.958230021
932	0.1419594068	0.958230021
933	0.1419589315	0.958230021
934	0.1419246465	0.9581918749
935	0.1418952062	0.9581918749
936	0.1418867194	0.958230021
937	0.1418861266	0.958230021
938	0.1418646851	0.958230021
939	0.1418512589	0.9582681671
940	0.1418426875	0.958230021
941	0.1418416862	0.9582681671
942	0.1418379198	0.9582681671
943	0.141832008	0.9582681671
944	0.1418280439	0.9583063132
945	0.1418274518	0.9583063132
946	0.1418249627	0.9583063132
947	0.1418249255	0.9583063132
948	0.1418239276	0.9582681671
949	0.1418155399	0.9582681671
950	0.1417655323	0.9583063132
951	0.1417646602	0.9583063132
952	0.1417646186	0.9583063132
953	0.1417602228	0.9583063132
954	0.1417593964	0.9583063132
955	0.1417322812	0.9583444593
956	0.1417166962	0.9583444593
957	0.1417145649	0.9583063132
958	0.1416923349	0.9583444593
959	0.141692109	0.9583444593
960	0.1416813618	0.9583444593
961	0.1416744443	0.9583444593
962	0.1416732894	0.9583444593
963	0.1416596454	0.9583826054
964	0.1416588991	0.9583826054
965	0.141645912	0.9584207515
966	0.1416200931	0.9584207515
967	0.1415110207	0.9584970437
968	0.1415069153	0.9584970437
969	0.1414376556	0.9584588976
970	0.1414361058	0.9584588976
971	0.1414341493	0.9584588976
972	0.141434031	0.9584588976
973	0.1414338535	0.9584588976
974	0.1414181776	0.9584588976
975	0.141404968	0.9584588976
976	0.1414000861	0.9584588976
977	0.1413355054	0.9583826054
978	0.1413351813	0.9583826054
979	0.1413188534	0.9584588976
980	0.1413171107	0.9584970437
981	0.1413169781	0.9584970437
982	0.141291886	0.9585351898
983	0.1412869773	0.9585733359
984	0.1412775123	0.9585733359
985	0.141261248	0.9585733359
986	0.1412364504	0.9585351898
987	0.1412345495	0.9585351898
988	0.1412308818	0.958611482
989	0.1412156147	0.9585733359
990	0.1412150583	0.9585733359
991	0.1412143376	0.9585733359
992	0.1411726893	0.958611482
993	0.1411683628	0.958611482
994	0.1411681352	0.958611482
995	0.1411648678	0.9585733359
996	0.1411601576	0.9584970437
997	0.1411591064	0.9584970437
998	0.1411416972	0.9584970437
999	0.1411413619	0.9584970437
